review,overall rating
"Hostess was not nice but other than that, exceptional",4
"We were charged regular price for escargot during happy hour on a Saturday,  told server who assured us it didn't  apply but it did",2
Service was top notch!! The food was amazing. We had a great experience.,4
"Great service, perfect steak and pleasant ambiance for a special night out.",4
"love the Keg we don't have one where I live so when I travel I normally try to eat there, great consistent food",4
Good was awesome. Steak was cooked perfectly. Waitress was great. Always there when you needed something. Biggest keg I have ever been to.,4
"This Keg restaurant is a great setting with a great bar, seating inside and out that suits both good and bad weather.    Well located in downtown Toronto with parking underground below restaurant.  Found the staff friendly and attentive.  We sat outside on the street side of the restaurant near the main entrance.  One problem was someone started to smoke outside the door on the other side of the fence and the smoke drifted in.  The waiter asked the individual to move further away without being asked.  If we had sat further away from the entrance or at the outside patio at the back this would not have happened.",3
The Keg is like the Canadian version of Ruth's Chris. I wasn't blown away but steak is steak!,3
Great food and excellent service.  Would recommend to others and will return.,4
"Was very impressed with the atmosphere and food! 10/10 from me personally, but the server we had was not the greatest. He was nice and I didnt have a problem with his service until we were leaving and we overheard him complaining about the amount of tip we left him which was extremely offensive since we left a decent size tip. For the amount we are paying to eat at the Keg I would expect better service from the waiters/waitresses",3
AMAZING restaurant and the manager is exceptional!!! Made reservations from Chicago and manager and staff ensures that the private room was setup without a hitch! Everyone was very pleased and I was happy!!!,4
"What a great atmosphere!  There is a nice combination of elegance and comfort.  The place is lively, yet fosters a romantic atmosphere.  The menu offers a good variety.  I opted for escargot and ribs - both were excellent!",4
"I loved the location of this Keg. In a quiet secluded part of downtown Toronto. The patio was at the back was in a courtyard surrounded by tall buildings but not noisy at all. It was romantic, tasteful and overall exquisite. Highly recommend!",4
"Service was awesome!  Jessica truly served our table like a professional!  She had tones of charm and great recommendations, you could tell she knew the menu well!  Thank you!!!",4
"Always consistently good!
They really know how to prepare a steak!!",3
"We had an allergy at our table and i love how the manager comes over and explains how things are cooked and what ingredients are used, etc.",4
Not to their usual standard so disappointed.  A compt'd meal doesn't make up for a ruined evening,0
"The restaurant looks very nice, and we got a quiet table. There was a lot of seafood in the appetizer options and I have dietary restrictions. The wine and salads were tasty. The mains were the most disappointing because the steaks were not that great. They were a bit on the tough side and not a lot of flavor.  We were given a special icecream cake to celebrate the occasion, which was a very nice touch. Melanie was our server, and she was great! Thanks for making our dinner date so special.",2
Food was delicious and perfect portion size. Well presented. Pleasing decor and music was at the right level. A very enjoyable meal!,3
"Out of the half-dozen times that I've dined ar the Keg, I've never been disappointed. I wish there was a Keg in my city. Apparently one is coming! I marvel at how consistent this restaurant is. The hostesses are friendly and do their best to accommodate you if there are any unexpected circumstances, or if you arrive and hope for a table although you didn't have a reservation. However, I prefer to have a reservation so that I won't be disappointed if the restaurant is very busy. The wait staff are at your side when you need them, it seems, and don't make a habit of interrupting you many times. The seating is very comfortable. The wine list appeared to have many choices that are guaranteed to please all. I would say though, that the white wine I ordered, by the glass, was a tad too much on the room temperature side. Still delicious though, and I didn't feel like I was being gouged by higher than necessary prices. The bread that is brought to you shortly after you arrive is warm and delicious. I've noticed that the butter is always room temperature and easy to spread. I have to be careful that I don't wold down too much of it! Whether you order a house salad or Caesar salad, they are both so good. Each time I've ordered steak and asked for it to be cooked medium rare, it has been cooked to perfection. I don't know how they manage to be so consistent. The vegetables are fresh, and the mushrooms in particular are quite juicy and tasty. Even if the restaurant is crowded, it never seems to be noisy. The washrooms that I've seen are nice and clean, which for me can make the difference when it comes to repeat visits. The waiter mentioned dessert but didn't push it, and we were thankful that there were mini-dessert items to choose from. We ordered these mini desserts because we still had comfortable bellies, and that's always a sign that your food has been nice and fresh. The bill didn't leave us feeling like we were ripped off in any way, and I can't wait to return to T.O.",4
"Once again we had a great experience at the Keg .  We appreciate very much that the alergies are taken seriously by all staff. The food is always great and well presented.
Thanks again !!",3
"The service was very good. Even though we were teenagers they treated us with the utmost respect. Our waiter answered a question irrelevant to the keg. I had asked her about what to do after our meal. She could not think of anything and the next time she came by she suggested the Eaton Centre. Overall, service was amazing. However, I was very disappointed in the food. All of us ordered different kinds of steak, but I did not like any of them. The dessert was on point. I might come back just for the dessert",3
good steak however the 'all dressed' baked potato was very dry... I should have sent it back,3
"We had Tuna tartar and Onion soup for starters. The Tuna was increadibly good. The onion soup was tasty. For mains we had steaks made to perfection. Dessert was creme brule, which also was fantastic. On The downside the service was on the slow side, but the staff apologized volunterily for this.",3
Always predictably good food accompanied by great service.,3
"Was on a trip with a friend, and we decided to come in for dinner here before our concert. My friend has a severe dairy allergy, which sadly means that less than half the menu is available for him to eat. On the upside, The Keg has a detailed allergy guide on their website, so we knew exactly what the options were before coming in.

We told the server about the allergy, he took our order, and we figured it'd be a normal experience. That was when the floor manager came over to talk to my allergic friend in incredible detail about his allergy, double checked the order to ensure it was safe, told him that she'd made sure to instruct the kitchen to be careful with that order, and asked if he had any questions or concerns. She then personally brought his plate to him when it was ready (our server brought mine).

My friend has had this allergy his entire life and told me he's NEVER gotten that kind of extra mile service before. He was incredibly impressed by the service.

Also, the steaks were great. I had a caesar with mine, and it was great. As good as the food was (and it was very good), it was the service level that really stood out here.

The decor in this location is nice as well, with both indoor and outdoor seating available.",4
This is a go-to lunch spot for my friends and I to catch up during the week. Always great food with impeccable service.,4
"Great food without a doubt, but the experience is a little pricy.",3
"Great lunch!  Comfortable pleasant space, awesome service and good location",3
"As always, the steaks we're tender and flavourful",3
"Had a great dinner with an excellent waiter who surprised us with a nice dessert to celebrate our marathon.   What a nice thing to do.

Great, will return.....

Dan",4
"I took my husband here for a very special birthday based on reviews I had read online. We started our meal with escargot, probably the worst we have ever had. The herb flavor was so overpowering it was all you could taste.  For dinner we had the prime rib (which came highly recommended) and one of the sirloins. My sirloin was cooked to order but was so tough and grizzly I had to keep taking my napkin to remove pieces from my mouth that were not chewable.  I ordered a side of Bernaise sauce that was tasteless. My husband claimed the prime rib was probably the worst he had ever had. Our service was very good and it certainly was not our waitresses fault the quality of the meat was so poor. I couldn't recommend this restaurant to anyone.",1
The service was extremely slow.  We waited more than an hour for our lunches to be served.  Two of the three steaks were not cooked to the correct doneness.  When the error was pointed out the manager stated that it was not possible to cook the cut medium rare.  This was an inaccurate statement as the guest ordered his steak this way every time he ate at the Keg.  In the end the Keg did correct the error but not before trying to pull a fast one on the customer.  Disappointing.,2
"solid, can't go wrong for a decent lunch. i'm there regularly.",2
The service was great. I was surprised that other servers helped clear the table when they saw we were finished with our meal. I haven't seen that in any of the restaurants that I have been to. It was nice to see.,3
Amazing service and great food,4
"I ordered 20 oz rib steak, medium rare, right to the point, meat not too much fat, tender & juicy, delicious, hot plate + beef juice is bonus.  I didn't order starter or dessert.",4
"ordered steak - was excellent, service was good, ambience relaxing",3
Nice!!! The food and the place are fantastic!! It was recommended by a friend of mine. I recommended for everyone whose visit this city. The meat and the potatoes was delicious!!! Try this restaurant in your next visit to Toronto,4
"Food was very good,  and the waitress was professional and helpful, however, the food was slow in coming out.",3
"I wanted to have a lovely meal before catching the Raptors game (apparently many others thought the same). Even though they were packed the service never wavered.   

I ordered my usual 32 oz rib steak with what seems to be 25 springs of asparagus  (not complaining).  My meal was cooked to order and the Reisling was crisp and light. 

Hands down the York St Keg is my fave.",4
"Cordial people, not too nosy, very good food. Been there many times and find it very consistent.",4
"The dinner was, as usual, great.  Service was friendly and properly paced.  Food was a good temperature and stayed the proper temperature throughout the meal.  We were seated in a quiet area where we could enjoy our meal with a moderate noise level and could see outside.  Altogether a very pleasurable experience!",3
The service was great! Perfect location if you are going to the National Ballet of Canada or to The Air Canada Centre. Staff is very attentive and considerate of showtimes. Very accommodating and professional!,4
the Keg has many selections for many tastes. Vibrant bar scene also.,3
"Met our daughter at The Keg on Friday night since we were staying at the Sheraton to attend a conference on Saturday. Good food, good wine, nice corner table, good conversation, night cap made a very enjoyable evening for all.",3
"The burger was really good, sweet potato fries were crisp, not overly salted, salad was really nice and they know when you ask for a tonic water and bar lime, you mean cordial so that was great to finally have it done right.
This was a 50th birthday lunch and it was very special.",4
"Really great. Steaks and twice-baked potatoes excellent. Service exemplary. I would have appreciated a slightly more ambitious dessert menu, but otherwise, flawless.",4
I was looking forward to a great meal at a great restaurant with my family. The Keg met my expectations and more. The food was great and the staff was exceptional. I was very surprised when the birthday cake showed up and forks for everyone so that I could share it with my family. Thanks!!,4
"My friend of 27 yrs and I went here last Friday for our combined birthday lunch and had a delicious meal and a wonderful time.  Look forward to doing this again in the future. 

Thanks!",4
"The restaurant itself is very nice, in fact likely the most 'posh' location they have.

As usual service was average and food was average. At $65pp all in, i expected more, but at the end of the day this is a chain restaurant churning out hundreds of steaks every night.",2
Went for dinner with my son.  Our server was fantastic and very attentive.  Food was delicious and presented nicely.  Would definitely return.,4
And got there and said we still had to wait 45 mins and decided we were not gonna wait when we had a reservation,0
"As parents of a young child, we don't get out much together. So we were looking forward to our meal out a lot! We were not disappointed. Our server was delightful. He was attentive and friendly, and didn't stop running around the whole time we were there. It's too bad one of the hostesses felt the need to be rude to him, yelling at him about clearing a table ""right now!"" That was not impressive in the least and unfortunately ended our evening on a less than perfect note. Otherwise, a great dinner out!",4
"Great service was provided, waiting time for food was average, steak was very good. A bit pricy but it is worth.",3
I greatly enjoyed my experience at The Keg. I have been there many times in the past but this was the first time my wife had been there. She thoroughly enjoyed it. We both enjoyed the food. We both ordered a 3 course meal from the Valentines Day special menu. The service was very fast and friendly. My server was named Drew and he was amazing. It was a particularly cold night that night and we definitely felt warm and cozy inside The Keg. The ambiance was perfect. Lighting good. Sound not too loud. The price is a bit high but fitting for the food quality. I would recommend The Keg for special occasions such as Valentines Day. Great overall experience.,4
Great and excellent service! Everything was excellent. Went for Valentine's with my wife and we will be back!,4
"The right amount of everything for a productive and pleasant business lunch for a party of four.  Not pretentious, not over the top, just the right formula of great service and respect for your time.",4
"Had a very enjoyable lunch with extremely quick, efficient and friendly wait staff.  Would definitely recommend this location to friends and co-workers.",4
"We had to rush a bit to make it to the Raptors game, so we only had a main course. The quality of the steaks and filet mignon was excellent. My wife who does not like meat, had three vegetables tacos and those were also great. The waitress was very nice and kind. So we had a great experience.",3
"-The service was quick and good.
-Manager was friendly
-scallops and bacon appy lacked flavour (no salt)
-side veg lacked flavour
-fries didn't seem freshly cut (McCain style)

Overall, the steak itself was amazing, the server and manager were efficient and kind.",2
Enjoyed my dinner there - food is good and service was good,3
"This location of The Keg is in the centre of the Financial District and a great place to meet colleagues and business associates.  Very popular and always reliable. 
Decent wine list and always something on the menu that appeals no matter your tastes.",3
"you know when you want something so familiar and comforting that you can taste it?  that's how I was feeling when I made the reservation and I was not disappointed.   my meal was exactly as I'd hope and our server was just the right amount of chatty - enough to make us feel welcome, but not so much as to feel like he should pull up a chair.",4
"Had an evening out with some friends from work. I chose the bar over the restaurant as I like the atmosphere better. This is why the noise level is higher... I don't believe it is quite the same in the restaurant area. 
Waiter was attentive, responsive,  and very helpful. She split the bill for us (group of 5) at the end saving a bunch of time for the group trying to sort things out. 
Overall, it was a fun night with no complaints.",3
The food was exceptional. The service was mediocre. Could improve the service by ensuring the entire table is cleared when done with items instead of select items.,2
My wife and daughter have gluten allergies and the staff took extra care that their needs were taken care of. Our server was very polite and available which made for a pleasant dinner for the entire family. Thank you.,4
"Good was only ok which was surprising for the Keg BUT the service was horrible! 
Never again",0
Great Keg location that lives up to the usual Keg standards.,3
"Overall the food was good, however disappointingly the proportions are getting smaller.",2
We visited the Keg during a brief stopover in Toronto and absolutely loved the place - so much so that we visited again a week or so later on another stopover. We visited with our young children both times and the service and friendliness of the staff was outstanding. Sabrina welcomed us with a great attitude to our kids and the whole experience was perfect from then onwards. Plus the steaks are excellent!!,4
"Waitress forgot a few things..bread and bbq sauce on the side, ambiance was hip modern and mellow. Great location.",3
Consistent food and service that you would expect from The Keg,3
"Our visit to the Keg was good overall. My only complaint would be that I requested a romantic table for our anniversary, and we were put in the back of the restaurant in the corner beside a large table of loud people. Our server was very attentive, and the food was good. I would return, but definitely request a better table.",3
"There were plenty of tables and booths available when we showed up. We were seated in the worst possible area, by the service door. I doubt I will use this service again. It made no sense to me to make a reservation and get seated in the worst area. We insisted to be moved.",2
We reserved a table for 4:30. We get there and there are lots of empty tables and they seat us at the table closest to the kitchen doors....we got a breeze when they went in and out of the kitchen,1
"Lots of great steak places in Toronto, I think the Keg's steak for cost cant be beaten.  Quality is as good as any high end place for a reasonable cost.  Everything else is pure gravy!",4
"This place is for meatlovers in contemporary surrounding. Danielle was an exceptional  server to a fussy group. This Keg provides options to control your caloric and fat intake yet have a delicious meal plus  online nutritional information! e.g. avoid the bacon, hollandaise sauce, salad dressing on side etc. Ask for asparagus, brussel sprouts  and mixed green salad (terrific) instead of  un-inspired side steamed vegetables and caesar. Of 4 different mains, only the hohum side steamed vegetables disappointed.
For me, the noise level was too much. We dined midweek thinking to avoid this but perhaps seasonal parties and gatherings were in full swing. There are at least 2 tables on north end of floor that are more secluded. Interior design favours hard surfaces hence noise levels. Still, the Keg Classic value meals take the pain out of  much higher pricing elsewhere for comparable cookery.",4
"Meal was excellent in Canada to see a Professional Basketball game with friends, steak was cooked to perfection. I would definitely go back.",3
"The service is excellent, the food is amazing, the atmosphere is beautiful and relaxing. We will definately go back",4
"Took my wife out to celebrate her Birthday at the Keg.  We enjoyed the service and the food was delicious.  Couldn't have been a better night thank you The Keg for your hospitality and great service. Keep up the great work guys. 

Tom Geo",4
"As per usual, The Keg delivered a reliable and very tasty sirloin steak prepared exactly as ordered. Sometimes with steakhouses I find the delivery inconsistent but this location, like most of The Kegs that I've visited, hit it spot on. The service was also good, attentive without crowding, with great follow-up.",3
The Keg has greatest selection of food and is all prepared to perfection. Is the best overall location for a romantic dinner anywhere in downtown Toronto. Top level service.,4
"We enjoyed the excellent Caesar salads. My Filet mignon was very tender. Vegetables cooked nicely al dente. The bottle of wine we bought, at $40, was good value. Great service.",3
"Elyse greeted us in the lounge before our dinner reservation. Recommended great drink
choices, provided excellent service as our party of four was celebrating birthdays and
graduation from college. By the time dinner rolled around we made our way to a waiting
table where Dave M served us, our apps, salads, steaks, wine, beer and a surprise dessert.

Kudos to the Keg and their staff.",4
Overall we very happy with our experience. The service was exceptionally good. I just enjoy restaurants that are less hectic and loud.,3
"Great food
Waiting to order took a while
Overall very nice dinner with friends",3
"Poor service, uninterested, and non polite. Frustating.",1
"We booked for a Sunday roast. We arrived and we’re told that no roasts were available due to them being quiet which is disappointing as that’s the reason we booked. We all ordered steak and I have never received such a badly cooked order. Mine was ordered medium rare and was medium. Other family members had a rare steak which was more cooked than the medium rare. Making a mistake for one is understandable. Making mistakes for all is unforgivable. At this price point, we paid a fortune for awful food. The chips were nice if that’s any consolation. The only saving grace was the servers. There was an English gentle man and a European lady and they were great. They didn’t check how we were getting on with our meals as this would have given us an opportunity to complain. There were about 5 other people in the restaurant so I’d hate to see them under pressure. We were given a discount as one of the servers saw the state of the meats which was appreciated. Regardless, will never go here again and we had to pay a premium for abjectly average food.",1
It was freezing inside. Sat by window in a group despite heaters off and a pretty empty restaurant,2
"The food and drinks were excellent, but the service was a bit lacking. I think the restraunt was a bit understaffed as it took quite a while between courses, for the waiter to appear for any assistance.",2
A great venue for a business lunch in Manchester close to Piccadilly station.  Food was excellent as was the service. Wine recommended by waiter was lovely and good value. Would recommend and will return when in the area,4
"Lovely meal for family get together of 8
Certainly would recommend & return",4
Finished up not paying the bill. The main course steaks took an hour and a half to arrive. They were supposed to be medium rare but came so burnt they were inedible. Great waiter who got the manager and after a brief exchange they decided not to charge.  Not the first time we have had issues here. We won't be going back.,0
"Really enjoyed the experience, the food was fantastic! Abit pricey, but you pay for what you get. Would definitely go again!",4
"Very good ,staff were atentive ,there was live music when we were there which added to the ambience",3
"Enjoyed a lovely afternoon tea for my friends 50th birthday treat. The staff had decorated our booth with banners and balloons and glasses of fizz which was a special touch. The food, teas and cocktails were great and the staff were very friendly and attentive. We had a fabulous time and would recommend the experience to everyone",3
"This was a celebration of our friends 65th birthday, it was apparent that the menu had changed and I was disappointed to find that my favourite main courses (2 of them) had disappeared from the menu. however I was far from disappointed when we all shared a huge Porterhouse steak which was cooked to perfection. I thought that the main course could have arrived with some form of potato dish, veg or a salad, but this was not to be and we had to order these from the side dishes on the menu.
All in all a good night and a near perfect celebration, thank you to Malmason.",3
"Service was very attentive nothing seemed to much trouble which makes a change these days.!! Sunday Lunch very good [beef was very tender] 
From start to finish we had a very enjoyable afternoon.
We will definitely be visiting again soon. Maybe we will try the brunch next time.",4
"I have been here previously and had a good experience so I wanted to celebrate the birth of my child with some friends at what I thought was a good restaurant. Unfortunately, it was not good on this occasion. The first negative was that we were given out of date menus so when we wanted to order, the food was not available for some people in the party; no apology was made for this.
Once we did order, the food took a very long time to arrive especially as we were there at lunch time and the place was empty. When  the food did arrive, it was clear that one of the steaks was smaller, overcooked, and generally of poorer quality than the others, so we sent it back. It took another 15 minutes for another steak to arrive and the staff did not offer to replace his (now cold) chips which were a £5 side order! The waiting staff we had were generally inexperienced and pretty poor so made a catalogue of mistakes. Considering the price of the food and wine at this place, it was a completely disappointing experience.",0
Always a big fan of their steak. However we waited for nearly an hour before the food arrived this time. They offered us a free drink without us even asking so service was good.,3
"Have tried several Malmaison Sunday buffets over the years at other locations. This was consistent with those. However, whilst the service  was excellent, the food was ok. Roast was good quality but not very hot.",2
"The night in question, me and my partner had got engaged, I picked Smoak as it been my favourite restaurants for a number of years.

The food on the night was very salty and both me and my partner left more than we ate, we were asked on the night of the food was ok, not one to complain I didn't take this to the waiter but when ask was honest with my feedback.

To be fair to him he provided us with two drinks I was not charged for.

But thinking back i paid in excess of £100 that evening and we ate on the way home.

This is first and only time I've not eatin all my food at Smoak, an would judge it as a one off, but it was my partners 2nd visit and I doubt I'll be convincing her with ease to join me again.

I really hope it was a one off and not a sign that Smoak is loosing it's edge on other restaurants in the city centre.

Thanks 


Mike",2
Food was poor.  Burnt burger bun and burger was raw.  Veg not cooked properly either. Very disappointed and would not recommend,1
4 courses for £19.95 with unlimited starters for Sunday lunch is amazing value. One suggestion would be to ask guests whether they would like their gravy served separately. A beay=utifully pink roast beef was spoilt by being covered with gravy.,4
"Fast efficient and friendly staff...excellent wine, very good food...steaks very very tasty!",4
"The first waitress was not good,handed a menu then ran off. However she was replaced by a waiter who was excellent. Menu was good and the food was served well and was to a good standard. The restaurant is pleasantly laid out and has a good agreeable ambiance.",3
"A second visit, reasonable value overall. The waitress service was very good and friendly, the appetisers and steaks were consistently good following our fist visit. An enjoyable evening. The restaurant gave 15% discount on local parking for our guests.",1
"Service, atmosphere, food choices, drinks menu and staff all great. Attended a business informal dinner and was the perfect setting. Staff professional and friendly. Will definitely be recommending this restaurant and revisiting.",4
"Booked a table for two at the Smoak Bar and Grill for New Years Day and was pleasantly surprised.
I had the scallops to start with which were lovely and my partner the chicken lollipops which were succulent (a huge portion mind). For mains we had steaks (New York strip and a ribeye) both of which were full of flavour and well cooked",3
Menu was good and we enjoyed the starter however I wanted mash with my lamb chops and was served uncooked potato squares. When I complained the manager reacted immediately and insisted on preparing new meals as ordered which were excellent. He then through in some complimentary wine which made it even better.,3
We attended this restaurant early on Saturday evening in the first instance we noticed how dark the eating area was and most salient were the rowdy football fans watching the football on TV not an experience you want when you are eating your meal. Not too sure why it was so dark inside. The food was average a little to expensive for steaks.,2
"First of all... Excellent service... Knowledgeable waitress who couldn't do enough.
However the food for what you got was pricey.
For example. £37 for a T-Bone that came on its own!
Extra for a 'cone' of fries and a mediocre offering for your chosen sauce. Which of course is extra.

Food quality is excellent..... Far too expensive though......",3
"Walked past here so many times on the way into town...what a mistake!
Food, service absolutely excellent. Serving staff helpful, knowledgeable  and very relaxed. Food was cooked perfectly. Quality excellent.
Really pleased we chose here for partners birthday celebrations",3
"Went there for lunch.The soup was very good,Personally,didn't really like the sauce.Still quit great.People there were very friendly.",3
"Its been a while since we ate at Smoak  but we had another enjoyable meal with friendly and attentive service throughout.
We had a drink at the bar area afterwards and will return there to sample one of their bar meals as it was very lively with a mix of people.",3
"From the gallery photos that I had sen on TriopAdvisor, I ahd something more refined in mind for what was supposed to be a romantic dinner for two to make up for not being able to do so for Valentine's Day.
On arrival, we were sat at a small table in the middle of the main throughfare and the overall feel was of an upgraded TGI Friday. When another table became available, the staff were happy to move us.
I had menu envy with my partner's choices; she chose shrimp tacos and a steak. Both of which she said were tasty and I confess that when I sampled her steak, it was very good.
My frito misto however was in a much heavier batter than I was expecting and greasier than I hoped for. My cod with mussels was ok.
As a weekend of indulgence, this was not the highlight. We went to a number of restaurants, some of which are trying for Michelin recognition and this was the most expensive and most disappointing.",2
"I've had many meals in various Malmaison restaurants and generally like the look and feel of the place. The food is of a high quality and overall I feel they are a cut above the mediocre rest. 
I liked the Smoak Bar for most of the reasons above. It had a good vibe. My steak was amazing and was quite reasonably priced. But somehow, the service here wasn't what I'd expect. We waited a long time for any kind of acknowledgement and longer to get the first drink. It was busy, yes, but not that busy, that it was a full 45 minutes before the first food arrived.
I wouldn't not go back but I hope it would be better the next time.",2
"Happy days after seeing Man City win, we walked from the ground to the venue to build up our appetite and arrived very hungry which was probably good news for the restaurant as overall we had a really good time. Starters Tuna tartare and Moules were both delicious. Followed by 2 steaks, Filet and T Bone both of very good quality and cooked exactly as ordered. All washed down with a reasonably priced Sauvignon. No room for pudding but staff were friendly and attentive and rushed off to provide the greens we forgot to order as we ate like savages. Very well done.",3
"nice experience, swanky restaurant! food was delish, but quite pricey comparing it to other steakhouses i have been to.",2
"We had a great dining experience which was made excellent by the service.

we were not rushed and the food was good. The atmosphere was good with the bar area particularly busy, the restaurant was not too busy and we felt at ease and relaxed. I think I was the only woman dining in the restaurant but I felt perfectly comfortable amongst the gentlemen.
I would go again and would recommend to a friend.",3
"Visited the Malmaison Smoak Bar & Grill on a Thursday evening (6pm). Service was really good, we were acknowledged at the door by a waitress immediately. The service was very prompt, and nothing was too much trouble. We had a treat and ordered two of the specials burgers. Both were amazing, and really interesting combinations. Would go back again for a romantic dinner - would recommend!",3
"The food was lovely, great prices, and really fresh, very impressed. had a great meal. delicious",4
"Visited on Saturday night, not enough serving staff on (forgot wine and water and had to ask twice). 
Ordered 250g and 350g new york strip and couldn't tell any difference (other than £7) in them",1
"For a meal with a friend who was staying near Piccadilly, we tried Smoak as the steaks had been recommended. We first went to the bar area for a drink, where our credit card was confiscated so we could put the drinks on our restaurant bill. We felt very old. The hipster bar staff were mixing cocktails for the hipster clientele. Noise levels were distressing with loud music and people almost shouting to make themselves heard. It's called atmosphere, I guess. Meanwhile, middle aged Malmaison guests were walking through all this, which included 2 boisterous hen nights, to get to their rooms. Never mind, the draught pale ale was lovely. The food service was friendly and quick, the steaks were OK, the burgers were huge and the prices were high.",2
"Dined with my husband on Tuesday evening, food was delicious, service was excellent, cannot fault it!! Highly recommended...",4
This was a lovely meal in a very nice setting and not what I expected in a hotel..This restaurant had a lovely vibe and the staff were very attentive. The bar is very busy and worth a visit without even dining in the restaurant.They serve fantastic cocktails...even better when on offer until 8pm. I loved the open kitchen.Well worth another visit.,3
"We ordered the Chicken liver parfait, spiced pear chutney & warm toasted brioche for starters, there was no chutney just the pate and the warm brioche, with a small fig, we were extremely disappointed with the portion and the price.

We has to continously try and get the attention of someone to order drinks, which then took a very long time to come and after a second reminder they finally came.",1
One of the best stakes I have ever had. But it is a tad expensive,4
"Had a hankering for a nice juicy steak on my birthday and Smoak delivered perfectly! Service was personable, polite and never pushy. Food superb and wine excellent. Sure, not light on the pockets but some occasions warrant a bit of a spend. Highly recommended.",4
smoak bar and grill was an excellent venue for a pre-concert meal and is convenient for the apollo. eating at 6pm meant a relatively empty restaurant and therefore attentive service. the food quality was superb.,3
"Spacious, nice booths in. Good menu, although bear in mind that the Sunday lunch menu only lasts till 3! Which is a shame because it's a great place for a relaxed Sunday get together with friends for a late Sunday lunch!",3
"My friend and I have been here before, and the food, service and atmosphere are excellent. We were the last to leave, but there was no pressure at all.Recommneded1",4
Good as always but offered us a table near a draft so asked to move which was done promptly. We noticed others doing the same which is a shame as they were not full. Food was week presented and cooked. Service was good but the other waitress who has served us well in the past is much better. Good place to eat in Manchester with a vibrant atmosphere.,3
Good food and service and excellent value. Good ambience and we will return when next in Manchester,3
It was a vibrant and lively atmosphere and a good place to be on a saturday night. We had excellent service from our waitress Rosie. The food was excellent and well presented. The only issue was one of the starters should have come with a horseradish sauce and it didn't and when asked we were told the chef had got any horseradish so he left it off. We should have been told this when we ordered. Good selection of wines at reasonable prices.,3
"Thoroughly enjoyable meal for six of us, smooth service and probably the best steak I've had in Manchester",3
"Its been a while since we ate here so we were curious how it would be after many enjoyable meals in the past.
We shared ribs from the specials board to start but they were just ok. My steak & frites was a big improvement and the fact it was too much for me worked out well as my partners small sea bass meal went nowhere close to filling him.
The restaurant was very busy that evening and it showed as we waited some time between courses and getting the bill took forever. Not as good as we remembered but will return if any good offers are put on.",2
The food was delicious with a wide choice to fit different tastes. House wine was also good. Service was extremely slow and some servers were not pleasant to speak with.,2
Great night again! 50% off in January made it outstanding value. Amazing meat selection. Top service.,3
"Great evening celebrating with a friend. The burger from the specials board was immense. Beef, peanut butter, cheese and bacon. Yum! We used the January 50% off food voucher from www.mdog.me so it was amazing value. Been here a few times, this was the best evening there ever. Good service and (for the first time) a brilliant atmosphere. Will definitely be going again next week, before the offer ends.",4
"Friendly service, excellent food, lighting rather too dim, music far too loud - however, was turned down a tad on request. A great evening experience for my husband's 60th birthday (even if we were older than the intended guest age)!",3
We had a great time thanks. Mother and Grandma were suitably impressed. :),3
"I really enjoyed the meal at the restaurant, all the food our party ordered was very tasty and excellent value!, I recommend the Lamb Trio off the specials board if your going soon!

Drinks service was a little slow, took over ten minutes to get a drinks order and then a furth 10/15 mins to get said drinks, we were asked for our main order and shown a load of raw steaks before the drinks order was taken and served it also remain slow for the rest of the meal. Add also that errors were made with our bill on drinks (3 extra bottles of wine), this was quickly rectified and deducted to represent the true bill! That said i do feel its an area the restaurant needs to improve on!",3
"A large restaurant attached to the Malmaison hotel, - atmospheric with steaks and carcasses on display. Generally excellent food. Large menu with daily specials.",2
"Went to Smoak Bar and Grill for a special treat on my birthday. The cocktail bar is great, spacious, proper chairs at the bar (nice touch), excellent choice of cocktails quickly served. The food was competent but not special and the veggie dishes were poor - I know it's a meat restaurant but you still need to have a couple of high quality veggie options available. The service was quick and friendly. So not a bad evening but didn't quite live up to the promise.",1
"Six of us went out for dinner. Had never been before, but heard good things. My friends were new to Manchester from abroad and also visiting from London.

It was the worst service and meal we had ever experienced. Waited 2 hours for cold tasteless food!

I will never go back there!",0
"We had lunch at Galvin at Windows, this was our 2nd visit and once more the food was delicious, service excellent and we had a relaxed time with great ambiance.",3
"nice and friendly service.
stunning view and amazing food!
Overall such a wonderful dinner!",4
"A truly top restaurant, and not just because it is on the 28th floor. Michelin star quality degustation with wine just right in variety and quantities. Great service from friendly and knowledgeable somelier and waiters. Views have to be seen to be believed.",4
"Fantastic food, great wine recommendation.",3
We visited Galvin at Windows in London for a birthday treat.  The food was delicious and the service very attentive making for a very special meal.,4
excellent food and service as always.,4
"The set Spring lunch menu was good value 3 courses and a glass of champagne for £29.  The haddock & mussels starter was especially good.  Mains of pork belly was substantial, if a little overpowered by the lentils.  Service was outstanding.  The merlot at £4.50 a glass was very good value.  Note that the bar is closed for refurb and you need to take the lift to the lobby to use the bathrooms.",3
"Galvins at windows is a nice venue and represents decent value with their offer of 3 courses from a set menu at £29 including a glass of champagne. However, the same thing from the full menu was £65, which although I have not tried it, has to be overpriced!

House wine at £5 per glass is also good value. However, £5 for a side order of spinach which was about the size of a heaped tablespoon is a complete rip off, so I think they need to take a look at their pricing structure!",3
